PMID	Title	Keywords	Journal	Institution	Country	Year
28688965	Kinetic and amperometric study of the MtPerII peroxidase isolated from the ascomycete fungus Myceliophthora thermophila.	"Amperometric response, Biocatalysis, Cyclic voltammetry, Hydrogen peroxide, MtPerII peroxidase"	"Bioelectrochemistry (Amsterdam, Netherlands)"	"Laboratory of Physical Chemistry and Applied Electrochemistry, School of Chemical Engineering, National Technical University of Athens, Zografou 15780, Athens, Greece."	Greece	2017
26909078	Development of Thermophilic Tailor-Made Enzyme Mixtures for the Bioconversion of Agricultural and Forest Residues.	"Myceliophthora thermophila, enzyme mixture, experimental design, hydrolysis, thermostable enzymes"	Frontiers in microbiology	"Biochemical Process Engineering, Chemical Engineering, Department of Civil, Environmental and Natural Resources Engineering, Lulea University of Technology Lulea, Sweden."	Sweden	2016
26490891	Assessing the use of nanoimmobilized laccases to remove micropollutants from wastewater.	"Enzyme immobilization, Fumed silica nanoparticles, Laccase, Micropollutants, Secondary effluent"	Environmental science and pollution research international	"Department of Chemical Engineering, Institute of Technology, University of Santiago de Compostela, 15782, Santiago de Compostela, Spain. adriana.arca@rai.usc.es."	Spain	2016
27297903	Isolation of Homogeneous Polysaccharide Monooxygenases from Fungal Sources and Investigation of Their Synergism with Cellulases when Acting on Cellulose.		Biochemistry. Biokhimiia	"Federal Research Center Fundamentals of Biotechnology, Russian Academy of Sciences, Moscow, 119071, Russia."	Russia	2016
26907693	Functional Evolution in Orthologous Cell-encoded RNA-dependent RNA Polymerases.	"RNA interference (RNAi), RNA polymerase, RNA-dependent RNA polymerase, electron microscopy (EM), protein evolution, x-ray crystallography"	The Journal of biological chemistry	"From the Division of Structural Biology and Biochemistry, School of Biological Sciences, Nanyang Technological University, 138673 Singapore, Singapore."	Singapore	2016
25025273	Myceliophthora thermophila syn. Sporotrichum thermophile: a thermophilic mould of biotechnological potential.	"Biomolecules, Myceliophthora thermophila, Sporotrichum thermophile, thermophilic mould, biotechnological applications, hydrolytic enzymes"	Critical reviews in biotechnology	"a Laboratory of Bioprocess Technology, Department of Microbiology , Maharshi Dayanand University , Rohtak-124001 , Haryana , India."	India	2016
27399259	Structure of chromatin remodeler Swi2/Snf2 in the resting state.		Nature structural & molecular biology	"MOE Key Laboratory of Protein Science, Tsinghua University, Beijing, China."	China	2016
27629413	Discovery of a Xylooligosaccharide Oxidase from Myceliophthora thermophila C1.	"CAZy, carbohydrate, carbohydrate processing, crystal structure, flavin adenine dinucleotide (FAD), oligosaccharide, oxidase, xylan, xylose"	The Journal of biological chemistry	From the Molecular Enzymology Group and.		2016
26722808	Increasing the lignin yield of the Alkaline Polyol Pulping process by treating black liquor with laccases of Myceliophthora thermophila.	"Biorefinery, Laccase, Lignin, Lignocellulose, Polymerisation"	Bioresource technology	"Brandenburg University of Technology, Department of Chemical Reaction Engineering, Burger Chaussee 2, 03044 Cottbus, Germany. Electronic address: norman.engel@b-tu.de."	Germany	2016
27588039	Lytic polysaccharide monooxygenases from Myceliophthora thermophila C1 differ in substrate preference and reducing agent specificity.	"Electron donor, Flavonoids, Glucan, Lignin, Phenolics, Xylan"	Biotechnology for biofuels	"Laboratory of Food Chemistry, Wageningen University, Bornse Weilanden 9, 6708 WG Wageningen, The Netherlands."	The Netherlands	2016
26773948	Saccharification of ozonated sugarcane bagasse using enzymes from Myceliophthora thermophila JCP 1-4 for sugars release and ethanol production.	"Enzymatic saccharification, Ethanol, Fungal enzymes, Ozonolysis, Sugarcane bagasse"	Bioresource technology	"Department of Biology, IBILCE/UNESP - Univ Estadual Paulista, Rua Cristovao Colombo, 2265, 15054-000 Sao Jose do Rio Preto, Sao Paulo State, Brazil. Electronic address: josianipereira@gmail.com."	Brazil	2016
27193267	A thermostable GH26 endo-beta-mannanase from Myceliophthora thermophila capable of enhancing lignocellulose degradation.	"Characterization, Myceliophthora thermophila, Pichia pastoris, Synergism, Thermotolerant, beta-Mannanase"	Applied microbiology and biotechnology	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 9 Iroon Polytechniou Str., Zografou Campus, Athens, 15780, Greece."	Greece	2016
27128897	Bioconversion of Biomass-Derived Phenols Catalyzed by Myceliophthora thermophila Laccase.	"catechol, enzymatic oligomerization, gallic acid, laccase, pyrogallol"	"Molecules (Basel, Switzerland)"	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 5 Iroon Polytechniou Str., Zografou Campus, Athens 15780, Greece. natassaz@gmail.com."	Greece	2016
30974557	Polymerization of Various Lignins via Immobilized Myceliophthora thermophila Laccase (MtL).	"biocatalyzed polymerization, enzyme immobilization, green processing, laccase, lignin"	Polymers	"Institute of Environmental Biotechnology, University of Natural Resources and Life Sciences, Vienna, Konrad Lorenz Str. 20, 3430 Tulln, Austria. daniela.huber@boku.ac.at."	Austria	2016
27286691	Efficacy and safety of itraconazole use in infants.	"infant, itraconazole, prophylaxis, superficial fungal infections, systemic fungal infections"	World journal of pediatrics : WJP	"Department of Dermatovenereology, West China Hospital, Sichuan University, Chengdu, 610041, China."	China	2016
27919072	Structure and regulation of the chromatin remodeller ISWI.		Nature	"MOE Key Laboratory of Protein Science, Tsinghua University, Beijing, 100084, China."	China	2016
27807811	Myceliophthora thermophila M77 utilizes hydrolytic and oxidative mechanisms to deconstruct biomass.	"Biomass, Cellulose degradation, Cellulose hydrolysis, Cellulose oxidation, Myceliophthora thermophila, Secretome composition"	AMB Express	"Instituto de Fisica de Sao Carlos, Universidade de Sao Paulo, Sao Carlos, SP, Brazil."	Brazil	2016
25724976	Enhanced biological straw saccharification through coculturing of lignocellulose-degrading microorganisms.		Applied biochemistry and biotechnology	"Centre for Environmental Sustainability and Remediation, School of Applied Sciences, RMIT University, Bundoora, VIC, 3083, Australia, s3364097@student.rmit.edu.au."	Australia	2015
25869365	Properties of enzyme preparations and homogeneous enzymes - endoglucanases EG2 Penicillium verruculosum and LAM Myceliophthora thermophila.		Biochemistry. Biokhimiia	"Chemical Faculty, Lomonosov Moscow State University, Moscow, 119991, Russia. dmitriymerzlov@gmail.com."	Russia	2015
25941560	"Effect of mutations on the thermostability of Aspergillus aculeatus beta-1,4-galactanase."	"AZCL-galactan, azurine-crosslinked galactan, AaGal, beta-1,4-galactanase from Aspergillus aculeatus, CAZY, carbohydrate active enzyme database, Computational prediction, DSC, differential scanning calorimetry, GH53, MtGal, beta-1,4-galactanase from Myceliophthora thermophila, Protein design, Thermostability, Tm, melting temperature, TsGal, Talaromyces stipitatus galactanase, WT, wild type, beta-1,4-galactanase"	Computational and structural biotechnology journal	"Department of Chemistry, University of Copenhagen, Universitetsparken 5, 2100 Copenhagen, Denmark."	Denmark	2015
26173497	Enhancing xylanase production in the thermophilic fungus Myceliophthora thermophila by homologous overexpression of Mtxyr1.		Journal of industrial microbiology & biotechnology	"Shenzhen Key Laboratory of Microbial Genetic Engineering, College of Life Sciences, Shenzhen University, Shenzhen, 518060, China."	China	2015
25824435	Enhancing Cellulase Production in Thermophilic Fungus Myceliophthora thermophila ATCC42464 by RNA Interference of cre1 Gene Expression.	"CRE1, Myceliophthora thermophila, RNA interference, cellulase, thermophilic fungi"	Journal of microbiology and biotechnology	"Shenzhen Key Laboratory of Microbial Genetic Engineering, College of Life Sciences, Shenzhen University, Shenzhen, Guangdong 518060, P.R. China."	China	2015
25541341	Glucoamylases from Penicillium verruculosum and Myceliophthora thermophila: analysis of differences in activity against polymeric substrates based on 3D model structures of the intact enzymes.	"Glucoamylase, Hydrolysis, Modeling, Myceliophthora thermophila, Penicillium verruculosum"	Biochimie	"A.N. Bach Institute of Biochemistry, Russian Academy of Sciences, Leninsky Pr. 33, Moscow 119071, Russia."	Russia	2015
26185526	Discovery of the combined oxidative cleavage of plant xylan and cellulose by a new fungal polysaccharide monooxygenase.	"Biorefinery, Cellulose, Endoglucanase, LPMO, Myceliophthora thermophila C1, Xylan"	Biotechnology for biofuels	"Laboratory of Food Chemistry, Wageningen University, Bornse Weilanden 9, 6708 WG Wageningen, The Netherlands."	The Netherlands	2015
26234435	Heterologous Expression and Characterization of a GH3 beta-Glucosidase from Thermophilic Fungi Myceliophthora thermophila in Pichia pastoris.		Applied biochemistry and biotechnology	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Xiqi Dao 32, Tianjin Airport Economic Area, Tianjin, 300308, China."	China	2015
25841015	Functional Analysis of Two l-Arabinose Transporters from Filamentous Fungi Reveals Promising Characteristics for Improved Pentose Utilization in Saccharomyces cerevisiae.		Applied and environmental microbiology	"Key Laboratory of Systems Microbial Biotechnology, Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences, Tianjin, China."	China	2015
26047916	Characterization and application of a novel class II thermophilic peroxidase from Myceliophthora thermophila in biosynthesis of polycatechol.	"Class II peroxidase, Heterologous production, Myceliophthora thermophila, Pichia pastoris, Polycatechol, Thermostability"	Enzyme and microbial technology	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 5 Iroon Polytechniou Str., Zografou Campus, Athens 15780, Greece."	Greece	2015
25822992	Atomic structure of the Y complex of the nuclear pore.		Nature structural & molecular biology	"Department of Biology, Massachusetts Institute of Technology Cambridge, MA USA."	USA	2015
26279477	Determination of Specificity and Biochemical Characteristics of Neutral Protease Isolated from Myceliophthora thermophila.		Protein and peptide letters	"Department of Pharmaceutical Sciences, Faculdade de Ciencias Farmaceuticas de Ribeirao Preto, Universidade de Sao Paulo, Ribeirao Preto, Brazil. hamilton@fcfrp.usp.br."	Brazil	2015
26013561	Development of genetic tools for Myceliophthora thermophila.		BMC biotechnology	"College of Life Sciences, Hubei University, Wuhan, 430062, China. xu_jing@tib.cas.cn."	China	2015
25644433	Thermophilic fungi as new sources for production of cellulases and xylanases with potential use in sugarcane bagasse saccharification.	"enzymatic saccharification, glycerol, heat-tolerant fungi, microwaves, pretreatment"	Journal of applied microbiology	"Laboratory of Biochemistry and Applied Microbiology, Sao Paulo State University - UNESP/IBILCE, Sao Jose do Rio Preto, Sao Paulo State, Brazil."	Brazil	2015
23615741	"Cloning, expression, and characterization of a thermostable GH7 endoglucanase from Myceliophthora thermophila capable of high-consistency enzymatic liquefaction."		Applied microbiology and biotechnology	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 5 Iroon Polytechniou Str, Zografou Campus, 15700, Athens, Greece."	Greece	2014
24929309	Production of cellobiose dehydrogenase from a newly isolated white rot fungus Termitomyces sp. OE147.		Applied biochemistry and biotechnology	"Department of Biochemical Engineering and Biotechnology, Indian Institute of Technology Delhi, New Delhi, 110016, India."	India	2014
24995002	Genomic insights into the fungal lignocellulolytic system of Myceliophthora thermophila.	"CAZy, Myceliophthora thermophila, biofuels, lignocellulolytic enzymes, plant biomass"	Frontiers in microbiology	"Biotechnology Laboratory, Department of Synthesis and Development of Industrial Processes, School of Chemical Engineering, National Technical University of Athens Athens, Greece ; Biochemical Process Engineering, Chemical Engineering, Department of Civil, Environmental and Natural Resources Engineering, Lulea University of Technology Lulea, Sweden."	Sweden	2014
24531271	Enzymatic synthesis of model substrates recognized by glucuronoyl esterases from Podospora anserina and Myceliophthora thermophila.		Applied microbiology and biotechnology	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, 5 Iroon Polytechniou Str., Zografou Campus, Athens, 15780, Greece."	Greece	2014
23715853	Cleavage and synthesis function of high and low redox potential laccases towards 4-morpholinoaniline and aminated as well as chlorinated phenols.		Applied microbiology and biotechnology	"Institute of Microbiology, Ernst-Moritz-Arndt-University of Greifswald, Friedrich-Ludwig-Jahn Strasse 15, 17487, Greifswald, Germany, veronikahahn@gmx.at."	Germany	2014
24881579	Transcriptome and exoproteome analysis of utilization of plant-derived biomass by Myceliophthora thermophila.	"Biomass degradation, Carbohydrate-active enzymes, Mass spectrometry, Myceliophthora thermophila, RNA-Seq"	Fungal genetics and biology : FG & B	"Centre for Structural and Functional Genomics, Concordia University, 7141 Sherbrooke Street West, Montreal, Quebec H4B 1R6, Canada; Department of Biology, Concordia University, 7141 Sherbrooke Street West, Montreal, Quebec H4B 1R6, Canada; Department of Chemistry and Biochemistry, Concordia University, 7141 Sherbrooke Street West, Montreal, Quebec H4B 1R6, Canada. Electronic address: magdalena.kolbusz@concordia.ca."	Canada	2014
24692305	Stability and kinetic behavior of immobilized laccase from Myceliophthora thermophila in the presence of the ionic liquid 1-ethyl-3-methylimidazolium ethylsulfate.	"1-ethyl-3-methylimidazolium ethylsulfate, agarose, immobilization, ionic liquid, laccase, stability"	Biotechnology progress	"Dept. of Chemical Engineering, University of Vigo, Lagoas Marcosende, 36310, Vigo, Spain."	Spain	2014
24880600	Autochthonous ascomycetes in depollution of polychlorinated biphenyls contaminated soil and sediment.	"Ascomycetous strains, Bioaugmentation, Mycoremediation, PCBs"	Chemosphere	"Laboratoire d'Ecologie Alpine LECA, UMR 5553 CNRS Universite Joseph Fourier Grenoble 1, BP 53, 38041 Grenoble Cedex 9, France."	France	2014
24948946	Filamentous fungi and media for cellulase production in solid state cultures.	"Myceliophtora sp, cellulase, productivity, solid media, sugarcane bagasse"	Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology]	Departamento de Engenharia Quimica Universidade de Sao Paulo Sao PauloSP Brazil.	Brazil	2014
25295862	Enhancement of synthetic Trichoderma-based enzyme mixtures for biomass conversion with an alternative family 5 glycosyl hydrolase from Sporotrichum thermophile.		PloS one	"Department of Energy Great Lakes Bioenergy Research Center and Department of Energy Plant Research Laboratory, Michigan State University, East Lansing, Michigan, United States of America."	USA	2014
25037346	Characterization of an acetyl esterase from Myceliophthora thermophila C1 able to deacetylate xanthan.	"AXE3, Enzymatic deacetylation, Position of acetyl groups, Xanthan conformation"	Carbohydrate polymers	"Wageningen University, Laboratory of Food Chemistry, PO Box 17, 6700 AA Wageningen, The Netherlands."	The Netherlands	2014
24401177	Pretreatment with laccase and a phenolic mediator degrades lignin and enhances saccharification of Eucalyptus feedstock.		Biotechnology for biofuels	"Instituto de Recursos Naturales y Agrobiologia de Sevilla, CSIC, Reina Mercedes, 10, E-41012 Seville, Spain."	Spain	2014
24128582	Laccase-catalysed oxidation of ferulic acid and ethyl ferulate in aqueous medium: a green procedure for the synthesis of new compounds.	"Antioxidant, Cytotoxicity, Dye, Enzymatic oxidation, Ethyl ferulate, Ferulic acid, Laccase"	Food chemistry	"Laboratoire d'Ingenierie des Biomolecules (LIBio), Universite de Lorraine, 2 avenue de la Foret de Haye, TSA 40602, 54518 Vandoeuvre-les-Nancy, France."	France	2014
23570533	Laccase-mediated coupling of nonpolar chains for the hydrophobization of lignocellulose.		Biomacromolecules	"Textile and Paper Engineering Department, ETSEIAT, Universitat Politecnica de Catalunya, E-08222 Terrassa, Spain."	Spain	2013
23638383	"Cloning, expression and characterization of an ethanol tolerant GH3 beta-glucosidase from Myceliophthora thermophila."	"Ethanol tolerance, Glycoside hydrolase family 3, Myceliophthora thermophila, Overexpression, Pichia pastoris, Thermophilic, Transglycosylation, beta-glucosidase"	PeerJ	"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens , Athens , Greece."	Greece	2013
23683701	Two novel GH11 endo-xylanases from Myceliophthora thermophila C1 act differently toward soluble and insoluble xylans.		Enzyme and microbial technology	"Laboratory of Food Chemistry, Wageningen University, P.O. Box 8129, 6700 EV Wageningen, The Netherlands."	The Netherlands	2013
23841747	Understanding pulp delignification by laccase-mediator systems through isolation and characterization of lignin-carbohydrate complexes.		Biomacromolecules	"Department of Fibre and Polymer Technology, Royal Institute of Technology, KTH, Teknikringen 56-58, SE-10044 Stockholm, Sweden."	Sweden	2013
23788272	Membraneless glucose/oxygen enzymatic fuel cells using redox hydrogel films containing carbon nanotubes.	"enzyme electrodes, fuel cells, glucose oxidation, oxygen reduction, redox chemistry"	Chemphyschem : a European journal of chemical physics and physical chemistry	"School of Chemistry & Ryan Institute, National University of Ireland Galway, University Road, Galway, Ireland."	Ireland	2013
23911459	The influence of the primary and secondary xanthan structure on the enzymatic hydrolysis of the xanthan backbone.	"Cellulases, Circular dichroism, Conformation, Degree of substitution, HPSEC, Renatured xanthan"	Carbohydrate polymers	"Wageningen University, Laboratory of Food Chemistry, PO Box 8129, 6700 EV Wageningen, The Netherlands."	The Netherlands	2013
23795296	Scaffold nucleoporins Nup188 and Nup192 share structural and functional properties with nuclear transport receptors.	"Myceliophthora thermophila, S. cerevisiae, macromolecular assemblages, nucleocytoplasmic transport"	eLife	"Department of Biology , Massachusetts Institute of Technology , Cambridge , United States."	USA	2013
23360704	Polymerisation of Kraft lignin from black liquors by laccase from Myceliophthora thermophila: effect of operational conditions and black liquor origin.		Bioresource technology	"Department of Chemical Engineering, University of Vigo, Lagoas Marcosende s/n, E-36310 Vigo, Spain."	Spain	2013
23275164	The structure of a novel glucuronoyl esterase from Myceliophthora thermophila gives new insights into its role as a potential biocatalyst.		"Acta crystallographica. Section D, Biological crystallography"	"Institute of Biology, Medicinal Chemistry and Biotechnology, National Hellenic Research Foundation, Athens, Greece."	Greece	2013
23218295	Obtaining biobleached eucalyptus cellulose fibres by using various enzyme combinations.		Carbohydrate polymers	"Textile and Paper Engineering Department, Universitat Politecnica de Catalunya, Colom 11, E-08222 Terrassa, Spain. cristina.valls@upc.edu"	Spain	2013
23622721	Potential of autochthonous fungal strains isolated from contaminated soils for degradation of polychlorinated biphenyls.		Fungal biology	"Laboratoire d'Ecologie Alpine, UMR 5553 CNRS, Universite Joseph Fourier, Grenoble 1, Grenoble Cedex 9, France. bello.mouhamadou@ujf-grenoble.fr"	France	2013
22038613	Immobilisation of laccase on Eupergit supports and its application for the removal of endocrine disrupting chemicals in a packed-bed reactor.		Biodegradation	"Department of Chemical Engineering, School of Engineering, University of Santiago de Compostela, 15782, Santiago de Compostela, Spain."	Spain	2012
23240568	"Cloning, purification, and characterization of galactomannan-degrading enzymes from Myceliophthora thermophila."		Biochemistry. Biokhimiia	"Chemical Faculty, Lomonosov Moscow State University, Moscow, 119991, Russia. info@rector.msu.ru"	Russia	2012
22436888	Structural features of beta-(1-->4)-D-galactomannans of plant origin as a probe for beta-(1-->4)-mannanase polymeric substrate specificity.		Carbohydrate research	"Department of Chemistry, M.V. Lomonosov Moscow State University, Vorobievy Gory 1/11, Moscow 119899, Russia."	Russia	2012
22858477	Enzymatic polymerisation and effect of fractionation of dissolved lignin from Eucalyptus globulus Kraft liquor.		Bioresource technology	"Department of Chemical Engineering, University of Vigo, Lagoas Marcosende s/n, E-36310 Vigo, Spain."	Spain	2012
22342900	Degradation of estrogens by laccase from Myceliophthora thermophila in fed-batch and enzymatic membrane reactors.		Journal of hazardous materials	"Dept. of Chemical Engineering, School of Engineering, University of Santiago de Compostela, E-15782 Santiago de Compostela, Spain."	Spain	2012
22633202	Thermal denaturation of a blue-copper laccase: formation of a compact denatured state with residual structure linked to pH changes in the region of histidine protonation.		Biophysical chemistry	"Departamento de Quimica, Area de Biofisicoquimica, Universidad Autonoma Metropolitana-Iztapalapa, D.F. 09340, Mexico."	Mexico	2012
22728192	Two GH10 endo-xylanases from Myceliophthora thermophila C1 with and without cellulose binding module act differently towards soluble and insoluble xylans.		Bioresource technology	"Laboratory of Food Chemistry, Wageningen University, P.O. Box 8129, 6700 EV Wageningen, The Netherlands."	The Netherlands	2012
24031929	Selection of thermophilic and thermotolerant fungi for the production of cellulases and xylanases under solid-state fermentation.	"Thermophilic fungi, cellulase, solid-state fermentation, xylanase"	Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology]	"Laboratorio de Bioquimica e Microbiologia Aplicada, Universidade Estadual Paulista , Sao Jose do Rio Preto, SP , Brasil."	Brasil	2012
22012339	"Expression, characterization and structural modelling of a feruloyl esterase from the thermophilic fungus Myceliophthora thermophila."		Applied microbiology and biotechnology	"School of Chemical Engineering, National Technical University of Athens, Athens, Greece."	Greece	2012
21919219	Immobilization of laccase by encapsulation in a sol-gel matrix and its characterization and use for the removal of estrogens.		Biotechnology progress	"Dept. of Chemical Engineering, School of Engineering, University of Santiago de Compostela, Santiago de Compostela, Spain."	Spain	2011
21903143	Oxidation of galactomannan by laccase plus TEMPO yields an elastic gel.		Journal of biotechnology	"Laboratory of Biotechnology, Lamberti S.p.A., via Piave 18, 21041 Albizzate (VA), Italy."	Italy	2011
21075873	Extracellular aldonolactonase from Myceliophthora thermophila.		Applied and environmental microbiology	"Department of Chemistry, University of California, Berkeley, CA 94720-3220, USA."	USA	2011
21241422	Optimal culture conditions for keratinase production by a novel thermophilic Myceliophthora thermophila strain GZUIFR-H49-1.		Journal of applied microbiology	"Institute of Fungus Resources, Guizhou University, Guiyang, China."	China	2011
21429692	A fatal case with disseminated Myceliophthora thermophila infection in a lymphoma patient.		Diagnostic microbiology and infectious disease	"Department of Pathology, Centre Hospitalier Universitaire de Caen, Caen F-14033, France."	France	2011
21751397	In situ laccase-assisted overdyeing of denim using flavonoids.		Biotechnology journal	"University of Minho, Textile Engineering Department, Guimaraes, Portugal."	Portugal	2011
20953600	Polyoxometalate/laccase-mediated oxidative polymerization of catechol for textile dyeing.		Applied microbiology and biotechnology	"Textile Engineering Department, University of Minho, 4800-058 Guimaraes, Portugal."	Portugal	2011
21511459	Towards industrially-feasible delignification and pitch removal by treating paper pulp with Myceliophthora thermophila laccase and a phenolic mediator.		Bioresource technology	"Instituto de Recursos Naturales y Agrobiologia de Sevilla, CSIC, P.O. Box 1052, E-41080 Seville, Spain."	Spain	2011
21524087	Evaluation of the potential of fungal and plant laccases for active-packaging applications.		Journal of agricultural and food chemistry	"Department of Chemistry, Umea University, Umea, Sweden."	Sweden	2011
21619496	Invasive Myceliophthora thermophila infection mimicking invasive aspergillosis in a neutropenic patient: a new cause of cross-reactivity with the Aspergillus galactomannan serum antigen assay.		Medical mycology	"Laboratoire de Parasitologie-Mycologie, CHU de Nantes, Nantes, France. florent.morio@chu-nantes.fr"	France	2011
21964414	Comparative genomic analysis of the thermophilic biomass-degrading fungi Myceliophthora thermophila and Thielavia terrestris.		Nature biotechnology	"Novozymes, Inc., Davis, CA, USA."	USA	2011
25919617	Chemical modification and immobilisation of laccase from Trametes hirsuta and from Myceliophthora thermophila.	"Chemical modification, Immobilisation, Laccase, Mesoporous silicates, Stabilisation"	Enzyme and microbial technology	"School of Biotechnology & National Centre for Sensors Research, Dublin City University, Dublin 9, Ireland."	Ireland	2010
20441569	Derivatization of the azole 1-aminobenzotriazole using laccase of Pycnoporus cinnabarinus and Myceliophthora thermophila: influence of methanol on the reaction and biological evaluation of the derivatives.		Biotechnology and applied biochemistry	"Institute of Microbiology, Ernst-Moritz-Arndt-University Greifswald, F.-L.-Jahnstr. 15, 17487 Greifswald, Germany. veronikahahn@gmx.at"	Germany	2010
20176477	Polymerization of lignosulfonates by the laccase-HBT (1-hydroxybenzotriazole) system improves dispersibility.		Bioresource technology	"Graz University of Technology, Institute of Environmental Biotechnology, Petersgasse 12/1, A-8010 Graz, Austria."	Austria	2010
19788410	Synthesis of model morpholine derivatives with biological activities by laccase-catalysed reactions.		Biotechnology and applied biochemistry	"Institute of Microbiology, Ernst-Moritz-Arndt-University Greifswald, Greifswald, Germany. veronikahahn@gmx.at"	Germany	2009
19095833	Left ventricular assist device outflow cannula obstruction by the rare environmental fungus Myceliophthora thermophila.		Anesthesia and analgesia	"Department of Anesthesiology, University of Colorado Denver and Health Sciences Center, Aurora, Colorado 80045, USA. nathaen.weitzel@uchsc.ed"	USA	2009
18695937	Laccase-catalyzed carbon-nitrogen bond formation: coupling and derivatization of unprotected L-phenylalanine with different para-hydroquinones.		Amino acids	"Institut fur Mikrobiologie, Ernst-Moritz-Arndt-Universitat Greifswald, F.-L.-Jahnstr. 15, 17487 Greifswald, Germany. veronikahahn@gmx.at"	Germany	2009
19646732	"Oxidation of the erythro and threo forms of the phenolic lignin model compound 1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)-1,3-propanediol by laccases and model oxidants."		Bioorganic chemistry	"Department of Chemistry and Biomedical Sciences, Karlstad University, SE-651 88 Karlstad, Sweden."	Sweden	2009
19482085	An unusual ring--a opening and other reactions in steroid transformation by the thermophilic fungus Myceliophthora thermophila.		The Journal of steroid biochemistry and molecular biology	"Molecular Targeting and Polymer Toxicology Group, School of Pharmacy, University of Brighton, East Sussex BN2 4GJ, UK. c.hunter@bton.ac.uk"	UK	2009
18668239	Laccase-induced C-N coupling of substituted p-hydroquinones with p-aminobenzoic acid in comparison with known chemical routes.		Applied microbiology and biotechnology	"Institute of Microbiology, Ernst-Moritz-Arndt-University, Greifswald, Germany. annett.mikolasch@uni-greifswald.de"	Germany	2008
17932916	Altering the laccase functionality by in vivo assembly of mutant libraries with different mutational spectra.		Proteins	"Instituto de Catalisis y Petroleoquimica, CSIC, Cantoblanco, Madrid 28049, Spain."	Spain	2008
19075602	Combinatorial saturation mutagenesis of the Myceliophthora thermophila laccase T2 mutant: the connection between the C-terminal plug and the conserved (509)VSG(511) tripeptide.		Combinatorial chemistry & high throughput screening	"Department of Biocatalysis, Institute of Catalysis, Consejo Superior de Investigaciones Cientificas, Cantoblanco, Madrid, Spain."	Spain	2008
18292878	An assessment of the relative contributions of redox and steric issues to laccase specificity towards putative substrates.		Organic & biomolecular chemistry	"Dipartimento di Chimica, Universita La Sapienza, and IMC-CNR Sezione Meccanismi di Reazione, P.le A. Moro 5, 00185 Roma, Italy."	Italy	2008
17329882	"Novel cephalosporins synthesized by amination of 2,5-dihydroxybenzoic acid derivatives using fungal laccases II."		Chemical & pharmaceutical bulletin	"Institute of Microbiology, Ernst-Moritz-Arndt-University Greifswald, Greifswald, Germany. annett.mikolasch@gmx.de"	Germany	2007
17503417	Cytotoxic polyketides containing tetramic acid moieties isolated from the fungus Myceliophthora Thermophila: elucidation of the relationship between cytotoxicity and stereoconfiguration.		"Chemistry (Weinheim an der Bergstrasse, Germany)"	"Institute of Biological Chemistry, Academia Sinica, Taipei 115, Taiwan."	Taiwan	2007
19071650	Antioxidants determination with laccase.		Talanta	"Institute of Biochemistry, Department of Enzyme Chemistry, Mokslininku 12, LT-08662 Vilnius, Lithuania; Vilnius Gediminas Technical University, Faculty of Fundamental Sciences, Department of Chemistry and Bioengineering, Sauletekio Avenue 11, LT-10223 Vilnius, Lithuania."	Lithuania	2007
16961922	Severe osteomyelitis caused by Myceliophthora thermophila after a pitchfork injury.		Annals of clinical microbiology and antimicrobials	"Department of Pediatrics, Medical College of Wisconsin and Children's Hospital of Wisconsin, USA. ldestino@mcw.edu"	USA	2006
16599567	Efficiency of new fungal cellulase systems in boosting enzymatic degradation of barley straw lignocellulose.		Biotechnology progress	"Novozymes A/S, Krogshoejvej 36, Bagsvaerd, DK-2880 Denmark."	Denmark	2006
16848420	Thermostability of native and pegylated Myceliophthora thermophila laccase in aqueous and mixed solvents.		Bioconjugate chemistry	"Laboratorio de Biologia Molecular y Enzimologia de Hongos Filamentosos, Universidad Autonoma Metropolitana Iztapalapa, CP. 09340, Avenida San Rafael Atlixco, 186, Mexico D.F."	Mexico	2006
17168677	Combinatorial saturation mutagenesis by in vivo overlap extension for the engineering of fungal laccases.		Combinatorial chemistry & high throughput screening	"Departamento de Biocatalisis, Instituto de Catalisis y Petroleoquimica, CSIC, Cantoblanco 28049, Madrid, Spain. malcalde@icp.csic.es"	Spain	2006
16080184	Laccase-catalysed iodide oxidation in presence of methyl syringate.		Biotechnology and bioengineering	"Department of Enzyme Chemistry, Institute of Biochemistry, Mokslininku 12, LT-08662 Vilnius, Lithuania. jkulys@bchi.lt"	Lithuania	2005
16103414	Screening mutant libraries of fungal laccases in the presence of organic solvents.		Journal of biomolecular screening	"Departamento de Biocatalisis, Instituto de Catalisis y Petroleoquimica, CSIC, Madrid, Spain. malcalde@icp.csic.es"	Spain	2005
