Name	FC	PValue	Marker
MINK1	0.884543869	0.625698941	
NONO	0.908345791	0.626011572	
ELMO1	1.180376509	0.626202015	
IST1	0.859806996	0.627207188	
PSMA2	1.3546026	0.627238041	
RRAS	0.92479752	0.627466212	
PLEKHF2	0.946804835	0.628357285	
CAPNS1	1.065685848	0.631076679	
INHBE	0.920634412	0.631312903	
CKB	1.226052707	0.632595437	
LTBP1	1.187292024	0.633016623	
CYCS	0.880390181	0.633205088	
H2BC12	0.812075546	0.633234841	
STAU1	1.072084864	0.633313849	
CYC1	1.174896092	0.633464362	
APRT	0.956839638	0.633531996	
CD46	1.060410391	0.633647425	
AP3D1	1.17292472	0.635983459	
ADH1B	0.854622049	0.637213067	
FYN	0.888956052	0.639688974	
C8G	1.062991177	0.639884563	
GUCY1A1	1.100709689	0.642180704	
NAMPT	1.156616615	0.642888536	
CPNE2	1.085261666	0.643226482	
ITGAL	1.043451069	0.644998012	
GRAP2	0.885202049	0.645443681	
DPYSL2	1.103523557	0.645589039	
IGHV1-46	1.209871129	0.645899196	
TWF2	0.906701733	0.646286414	
UBAP2L	0.931430038	0.646692904	
RPS20	0.817161184	0.647019643	
FLII	0.907650523	0.649667531	
IGLV3-25	0.807458608	0.650086777	
RPS4X	0.904075648	0.650102082	
S100A9	0.841066558	0.650834382	
NCBP3	0.742073501	0.652158283	
ELMOD2	1.069148182	0.655480076	
HAGH	0.950685164	0.656096706	
FGA	0.950405196	0.657977281	
CR1	0.767955257	0.658700965	
ARHGAP15	1.107479518	0.659015627	
CCT6A	0.955128546	0.659464236	
CHST14	1.046596373	0.660598794	
FAM114A2	0.952328597	0.660697188	
VPS45	0.947946225	0.662124391	
SNRPD2	0.890708827	0.663808203	
RPL22	1.165951152	0.665508153	
IGHV3-74	0.933493833	0.667433699	
PSMA7	0.894400577	0.668243791	
CEACAM1	0.82440846	0.669204251	
GRIPAP1	0.94684495	0.669705371	
YWHAB	1.065338316	0.671737102	
SERPINA4	1.046112132	0.671824611	
IGHV6-1	0.891073045	0.671926205	
HMGB3	0.850933346	0.672264879	
HYOU1	0.956816098	0.674444482	
LCN1	1.428341294	0.676138096	
HMGB1	1.090409011	0.678769703	
USP5	0.951298293	0.679655193	
ANOS1	1.115836422	0.681703048	
RETN	0.816650361	0.682291783	
SEPTIN2	0.917651124	0.682455401	
ADGRF5	1.200210865	0.683110982	
RPS16	0.892957774	0.686598113	
HLA-DRB5	0.903215589	0.687385332	
H1-2	0.671367889	0.689085159	
PDGFB	1.141966279	0.689827241	
USP8	0.847896959	0.691153375	
FUS	1.172736293	0.692210588	
PSMD6	0.942039532	0.69266404	
HSD17B10	1.040072225	0.694682309	
EBI3	1.062258566	0.695070581	
LMAN2	1.04727895	0.695247966	
IGKV1-12	0.853420818	0.695478438	
IGHV3-9	1.189050455	0.695626242	
PKM	0.921893037	0.697351266	
TNFAIP8	1.084185919	0.697587761	
IGLV2-14	0.861585448	0.69823451	
A1BG	0.911183605	0.698505122	
SYNCRIP	0.922103907	0.701539583	
RAB27B	1.040660397	0.702917698	
WBP2	1.062469012	0.702980736	
SERPINC1	0.921367754	0.703268583	
TC2N	0.870306399	0.705003628	
WASF2	0.890796671	0.706304476	
ELN	1.039308115	0.707319126	
WFDC1	1.139540473	0.707573649	
RPL24	0.852409488	0.708530026	
CAD	1.273962468	0.708585527	
FBXO7	0.941072975	0.708950418	
LILRA4	0.891760286	0.711778826	
ANXA3	1.184720374	0.711855396	
RPL23	0.944403738	0.712971953	
ATRN	0.938269167	0.713605035	
ENSA	0.915072671	0.713935615	
F10	0.933247042	0.714194269	
ASPN	0.951436365	0.714840367	
PRAP1	1.069758025	0.71495567	
PFKFB2	1.254215154	0.716424598	
DIRAS2	1.436414454	0.716532249	
JUP	0.869965974	0.718254255	
SERPINA1	1.079471231	0.718557822	
SERBP1	0.830886084	0.719389689	
RPL29	0.861482597	0.720423336	
FAU	0.937371813	0.722502364	
API5	0.879693474	0.723625386	
PLCB3	0.944374743	0.724468117	
VARS2	1.083056387	0.725389439	
PRDX6	1.028607591	0.725412509	
GDI1	0.905967999	0.728497752	
SLC3A2	0.890307317	0.72859844	
ITGAM	1.034394026	0.72951004	
SBSN	1.063982899	0.729658465	
FBLN7	1.046461449	0.72994721	
MYLK	0.929171579	0.730978492	
PLXNA4	0.670403411	0.733059206	
CHRDL1	1.047963257	0.734753793	
MCTS1	0.9124434	0.737732345	
HNRNPA0	0.92024553	0.738217996	
RPL23A	1.08110485	0.739473705	
ADARB1	0.877062601	0.7469643	
CASP14	1.084806698	0.747119851	
CTSH	1.044566774	0.74777695	
HNRNPA3	1.114470547	0.749068269	
ARHGAP45	0.94471007	0.749303498	
PARK7	0.96977286	0.749470912	
IGLV2-11	0.88221666	0.750353423	
GGT1	1.08051767	0.750553965	
GPLD1	1.050162134	0.750675023	
COL6A1	1.074861781	0.750889296	
KIF5B	1.03934133	0.751245921	
DRG1	0.911208569	0.75233581	
GIGYF2	1.084848366	0.752593659	
CAP1	0.935960233	0.752766058	
GSTP1	1.040054496	0.753192895	
MLKL	0.959924481	0.754425224	
CHMP4B	1.039748231	0.754771273	
CLIP2	1.098563721	0.755301764	
SNAP29	0.942208491	0.757118322	
DECR1	0.894793043	0.757275987	
PABPC4	0.909772747	0.757374795	
PGM2	0.912887737	0.757700089	
KRT9	1.125585306	0.757893221	
LUM	0.939187824	0.758037457	
PSMC6	1.04790458	0.759689751	
DSG2	0.948468739	0.759947877	
TNS1	1.044015733	0.760392663	
PABPC1L2A	1.028223165	0.760839239	
H2AZ1	0.891429548	0.762869509	
SNRPGP15	0.909716151	0.763833375	
IGHV3-64	0.934735997	0.764127134	
SNCA	1.036196163	0.7643765	
GAPDHS	0.937942808	0.764921721	
BLMH	0.894833731	0.765925927	
PYM1	0.947287299	0.766103636	
EIF4H	1.06198762	0.766219513	
CCT2	1.033448116	0.767587786	
COQ9	0.856214774	0.768054359	
LTF	1.133866955	0.768341139	
PIP5K1C	1.065531066	0.769125716	
ALYREF	0.905214601	0.769504531	
EIF5	1.058284481	0.773043357	
BMP1	1.030690742	0.774133033	
DAAM1	1.062287914	0.774140253	
VAT1	0.957440187	0.774295644	
RAB2B	0.955125884	0.774821693	
TGFB1	1.102567234	0.775679569	
DOK2	0.918465077	0.775731543	
AP1M1	1.177615515	0.77724669	
PPP1R14A	0.927794829	0.778133119	
PRKCB	1.049858761	0.782311827	
PSMB6	1.028952685	0.782947965	
NCF1B	0.870359206	0.784173674	
SLK	0.891961056	0.784477786	
PSMB1	1.036547686	0.785914781	
MAP2K4	1.043732097	0.786059462	
PPIB	0.979864976	0.788576043	
CMIP	1.070813774	0.790268297	
PDHB	1.081140578	0.790309684	
BST1	0.881671016	0.792836209	
PRPS1	0.973486927	0.792900578	
FN3K	1.03090745	0.793242996	
TGM3	1.062456565	0.793990971	
GRK6	1.040016944	0.795710336	
CP	0.947296436	0.796195537	
LCN2	0.85949409	0.797174241	
HRNR	0.920783265	0.798442912	
ORM2	0.968861511	0.80152681	
IGHA2	1.05410155	0.801716661	
SYK	1.055229638	0.802475225	
UQCRB	0.974358807	0.803695009	
STK10	1.06143803	0.803978098	
RPL7	0.954456445	0.804447353	
CCDC9	0.955738401	0.805117687	
IGKV1D-33	1.054384182	0.805341644	
IGHD	0.954077168	0.807132852	
SCGB3A1	0.969792193	0.808883896	
IGHV1-2	1.095779045	0.809623979	
RPL15	0.949880058	0.811394443	
SMAD9	0.905517609	0.812808897	
ORM1	1.077489307	0.813316428	
IGKV1D-8	1.052511595	0.813548503	
PACS1	1.02047675	0.814855985	
SRP9	1.076534569	0.819026233	
ARPC4	0.950866511	0.820116721	
QARS1	1.052614275	0.820938641	
PSMD9	0.957978919	0.822088789	
FCGBP	0.920191535	0.822546554	
RPL7A	0.909986254	0.825430933	
HNRNPDL	0.907792545	0.827910033	
MYH14	1.046145232	0.828254591	
TYMP	0.976463569	0.828700546	
IGKV6D-21	1.063631071	0.829273676	
CTHRC1	0.961704694	0.829296088	
PPP1R18	1.076012259	0.829526804	
SF3A2	1.214821928	0.829591378	
PXK	0.930462851	0.830792832	
TTN	1.04463415	0.83216011	
RPS7	0.909659358	0.832679639	
SARNP	0.973014617	0.834320202	
ABRACL	1.144819089	0.835590726	
RPS13	0.922157377	0.83687518	
CHAD	1.030632585	0.836934495	
EIF4B	1.021827026	0.840090381	
IMPDH2	1.079629622	0.840401872	
PSMC3	0.978485354	0.84049689	
A2M	1.087935111	0.840837323	
COLEC10	0.92582647	0.841369082	
IGKV3-11	0.962895729	0.842145339	
IGHV3-49	1.061965321	0.842658356	
IGHV3-15	1.048946973	0.843074807	
ROCK1	1.065761106	0.843403352	
PRDX5	1.023639369	0.847212256	
RPL10A	1.043075746	0.847277902	
SDR9C7	0.882855807	0.849936587	
ITIH1	1.032077846	0.850999119	
PLTP	1.020319195	0.851835892	
FGB	1.016438408	0.852765782	
SNX3	0.954185517	0.855297988	
PAIP1	1.017866676	0.858181449	
MAPKAPK2	0.959134865	0.858878603	
DAZAP1	0.96956301	0.859705409	
CLTA	1.040635849	0.860348798	
MMRN1	1.067805914	0.861265964	
LARS1	1.027251207	0.8614427	
EHD4	1.040408221	0.862551197	
SCYL1	0.981318645	0.8630964	
SLC25A6	0.957777407	0.863318908	
GAPDH	1.032416004	0.863593851	
PFKL	0.972862899	0.864351308	
PHB2	0.892461035	0.865070204	
METRNL	0.957336707	0.865762565	
SELPLG	0.965454928	0.866425755	
C1QA	1.023814669	0.868303378	
TRIM25	1.03897755	0.868720039	
RPS5	0.942724813	0.871048477	
CAPG	1.032228857	0.873634914	
HMGB2	1.036283967	0.875352675	
MASP1	0.967531741	0.876862712	
MLEC	1.051774068	0.878732538	
CNBP	1.039756975	0.8797177	
SELENOP	1.022747767	0.880416688	
IGKV1-17	1.02377024	0.880558806	
WAS	0.967204252	0.880945767	
CDK17	0.986735938	0.883543693	
DDX17	1.028641267	0.883879719	
RPL18	0.948016172	0.886061824	
FABP5	0.966788895	0.886958952	
LSM6	0.971991599	0.887204339	
ADH4	0.953498353	0.887638424	
ARHGAP17	0.983416764	0.888095941	
CPN2	1.011729429	0.890846743	
IGKV2-30	0.954772401	0.892075304	
SERPINA3	1.029615191	0.893718535	
FLG	1.03012826	0.893949908	
MPHOSPH10	0.943901188	0.895360396	
BAX	0.985993261	0.896048286	
S100A11	1.062534944	0.897004094	
ATP5F1A	1.027316488	0.897414556	
TIMP1	1.039217675	0.897949948	
HSPA1L	1.03625059	0.898280643	
NEXN	1.023591836	0.898640865	
MINDY1	1.099901681	0.900867024	
PEAR1	0.951084788	0.901405741	
RECK	0.958561573	0.902970667	
RHOG	0.98523354	0.903667395	
HNRNPC	1.013763046	0.903696523	
FDPS	1.044750927	0.905002166	
S100A6	1.017510589	0.905040058	
H3C1	0.960635395	0.908164702	
AZGP1	0.976399107	0.908914786	
HLA-C	1.028671741	0.911173326	
DDX3X	1.026771214	0.911743747	
SVEP1	1.028677938	0.911881954	
IGHV2-70D	0.962732972	0.911942561	
APOA1	1.011179657	0.913207358	
INHBC	0.987659977	0.913323441	
PDCD6	1.015209252	0.913377525	
PSTPIP2	1.021244199	0.91381161	
PGRMC1	1.028959083	0.91429542	
RPLP2	0.981176952	0.915357074	
DPP4	1.015876221	0.916521112	
DBH	0.966995925	0.916879365	
NPM1	1.026193394	0.917386223	
CALML5	0.964699922	0.918356703	
IGHV1-8	0.982425945	0.918469128	
SRPX	0.981315613	0.918626551	
VCAN	1.013969948	0.919217382	
ACP5	1.015662764	0.919615268	
SNTB1	0.982960348	0.919674819	
PTPRF	1.013735248	0.920577512	
FSTL1	0.941923213	0.921968397	
GGH	1.007775855	0.923768568	
OLFML2A	1.045924392	0.923865604	
GGCT	1.035950887	0.925392106	
PSMC1	0.988057023	0.929234158	
H2AC21	0.968920001	0.92963973	
SERPIND1	1.011769083	0.933911756	
MOB3A	0.974802822	0.936074864	
SERPINF2	1.012225365	0.937627859	
HNRNPL	0.984876681	0.937675065	
MYCBP2	0.991480095	0.937792601	
KHDRBS1	1.017209105	0.939008449	
AGT	0.990524442	0.940965645	
AP2A1	0.99089882	0.941771594	
PPM1A	0.98968301	0.941869131	
G6PD	1.013858397	0.943222676	
PIP	1.04616558	0.943325196	
SERPINB12	0.976184428	0.944193745	
AZU1	0.982383841	0.945093605	
MFGE8	0.991146426	0.946391264	
MTDH	0.981126873	0.946728356	
SH3KBP1	0.985664404	0.947413046	
TACC2	1.012459235	0.947737077	
FKBP15	1.014297289	0.949434636	
RPS3	0.987915976	0.950201707	
TXN	0.98650966	0.951167328	
GDI2	1.005711099	0.951671551	
PKHD1L1	0.981632258	0.95281114	
CRTAC1	0.989892055	0.952978943	
RPS29	1.026504357	0.953346614	
CPOX	1.006627957	0.95408424	
ARHGAP9	0.966021261	0.955808402	
CORO1B	0.971574109	0.956174366	
LRRC47	0.991718369	0.957736593	
PRH1	1.009746001	0.958043511	
IGHV1-69	0.986521581	0.96171374	
AP3B1	1.008170566	0.961821015	
LTA4H	1.013598624	0.962414522	
SRI	0.991720378	0.962969697	
NCL	1.013108368	0.964981299	
TUBGCP3	0.990401019	0.966151599	
PPFIA1	0.992624825	0.966335951	
CTTN	1.008434228	0.966683375	
EIF3D	1.014861471	0.966782368	
HP	0.993726207	0.967290502	
FARSB	1.006247731	0.967410996	
HNRNPK	1.010025813	0.968357945	
DBNL	1.007796456	0.969371327	
KRT14	1.01274805	0.970885124	
MYL1	1.007606486	0.97100734	
SNRPB	1.007214152	0.971580464	
SERPINA7	0.995056209	0.971587151	
CMTM2	1.008309477	0.973017566	
EMILIN1	1.009476699	0.973992517	
CHST13	1.003969704	0.97680463	
CDC42BPB	0.993641543	0.977821389	
HPX	0.994439741	0.978096042	
IGKV1-37	1.005894546	0.979343829	
RPL3	1.007385045	0.979471837	
LRG1	1.005702408	0.980257659	
HBD	0.995512688	0.98040694	
PGD	1.003408585	0.982729481	
CXCL2	0.993112579	0.983184364	
ANGPTL6	1.00618682	0.983822912	
SH3BP1	0.994485328	0.98561708	
CDH5	1.002332373	0.987383591	
IGLV3-19	0.989024975	0.988261554	
CFB	1.001441026	0.988627587	
DSP	0.99576203	0.989192154	
LPP	1.00192297	0.990116335	
FASN	1.004286389	0.992050558	
DDX5	0.996214618	0.993069118	
COLEC11	0.997097472	0.993348429	
NCKAP1	0.997220689	0.994584067	
SFPQ	0.998772824	0.994846043	
ATP6V0A1	1.000853191	0.995638489	
EIF2S3	1.000465166	0.995843852	
ATG3	1.001238332	0.995877017	
CYBB	1.000739004	0.998300345	
RPS8	1.000311773	0.99907796	
